year,name,content,area,budget_submitted,budget_approved,account,department,type,vendor
102,,淵東里活動中心一樓男側牆面及4樓陽台地面磁磚整修及購置液晶電視、舞台囍字及舞台布幕更換計畫,安南區,198.685,170,建築及設備,民政局,逕洽廠商,學友企業社、峻豪土木包工業、藝城裝潢行
102,,三民里活動中心防水及整修工程計畫,永康區,827.6,500,建築及設備,民政局,公開招標,億發營造科技有限公司
102,,莊敬里活動中心地下樓購置液晶電視計畫,東區,23.6,20,建築及設備,民政局,逕洽廠商,裕耿電器有限公司
102,,通興里活動中心LED字幕機採購案,佳里區,75,64,建築及設備,民政局,公開招標,藝點光電
102,,崇文、崇成里聯合活動中心增購會議桌計畫,東區,78.4,78.4,建築及設備,民政局,共同供應契約,巧意辦公傢具有限公司
102,,鹽洲里活動中心雨遮工程計畫,永康區,93.617,90,建築及設備,民政局,逕洽廠商,財順企業社
102,,大社里活動中心2樓增購吊扇、舞台對開幕及文字幕計畫,新市區,99.8,98,建築及設備,民政局,逕洽廠商,豐達工程行
102,,澄山里19號至23號間巷道路面加寬及下邊坡擋士牆新設工程,左鎮區,1663,840,建築及設備,民政局,公開招標,鍵豐土木包工業
102,,姑爺里健康生活體健設備設施,新營區,505.6,470,建築及設備,民政局,公開招標,豐達工程行
102,,昇安里9鄰廖濱宣宅前巷道改善工程,白河區,267.5,250,建築及設備,民政局,公開招標,坤玄土木包工業
102,,東角里廣播系統變更計畫,麻豆區,96.5,93,建築及設備,民政局,逕洽廠商,冠昌不鏽鋼實業社、瑞弘通信工程行
102,,東勢里活動中心講台及周邊設備更新計畫,關廟區,78,62,建築及設備,民政局,逕洽廠商,存印企業社
102,,新興里六興堂前空地及道路排水改善工程,下營區,447.3,245,建築及設備,民政局,公開招標,成興土木包工業
102,,復國里活動中心增設禮堂系統櫃計畫,永康區,78,78,建築及設備,民政局,逕洽廠商,雅美企業社
102,,南華里活動中心增購2樓里長室冷氣計畫,南區,39.36,39,建築及設備,民政局,逕洽廠商,大盟電器行
102,,大南進學里活動中心2樓增設冷氣計畫,中西區,90,90,建築及設備,民政局,逕洽廠商,利聲家電有限公司
102,,龍山里休閒育樂設施工程計畫,七股區,777.93,300,建築及設備,民政局,公開招標,新欣營造有限公司
102,,菁豐里活動中心冷氣設備購置及維修工程,後壁區,89.8,89,建築及設備,民政局,逕洽廠商,龍成電氣工程行
102,,公有空間活化及公共廁所興建工程,東山區,3500,1890,建築及設備,民政局,辦理發包中,
102,,營前里廣播設備功能改善,下營區,44,44,建築及設備,民政局,逕洽廠商,龍安科技企業社
102,,佳化里活動中心整修工程,佳里區,750,363,建築及設備,民政局,公開招標,成峰土木包工業
102,,大灣里購置廣播系統,學甲區,70,60,建築及設備,民政局,逕洽廠商,金時代綜藝社
102,,雙春里里內道路改善工程,北門區,350,350,建築及設備,民政局,公開招標,東拓土木包工業
102,,富強里活動中心設置混音器及電視設備計畫,東區,33,33,建築及設備,民政局,逕洽廠商,米高梅企業社
102,,海南里活動中心設置投影機及銀幕設備計畫,安南區,99.061,74,建築及設備,民政局,逕洽廠商,學友企業社
102,,中沙里沙崙部落運動休閒廣場公廁修繕工程,安定區,935.494,900,建築及設備,民政局,公開招標,廣園工程興業公司
102,,復興里復興路423巷道路改善工程,永康區,1000,800,建築及設備,民政局,公開招標,億南土木包工業
102,,鹿田里中山堂修繕計畫,楠西區,258,220,建築及設備,民政局,公開招標,勇登工程有限公司
102,,中興、興農活動中心內部設備增設,麻豆區,101.175,96,建築及設備,民政局,逕洽廠商,麥得森企業有限公司、駿安汽車裝潢行、全美裝潢行
102,,南溪里轄內部落(二溪幹43)道路改善工程,東山區,240,174,建築及設備,民政局,公開招標,奕昌土木包工業
102,,臺南市佳里區海澄里南19線聚落集會場所改善工程,佳里區,200,150,建築及設備,民政局,公開招標,一信教育用品社
102,,蘆竹溝部落道路改善工程,北門區,350,350,建築及設備,民政局,公開招標,世全土木包工業
102,,福安里15鄰長榮世紀住戶巷道路面改善工程,後壁區,302.015,300,建築及設備,民政局,公開招標,日新土木包工業
102,,平安社區活動中心冷氣設備購置工程,後壁區,172,152,建築及設備,民政局,公開招標,琠石企業社
102,,龍潭里天壇廣場改善工程計畫,永康區,880,600,建築及設備,民政局,公開招標,宇成土木包工業
102,,甲頂桃花源壁畫工程,永康區,172.8,97,建築及設備,民政局,逕洽廠商,英宏土木包工業
102,,西埔里閒置空地雙人鞦韆採購,歸仁區,42,40,建築及設備,民政局,逕洽廠商,宏築興業有限公司
102,,水仙里活動中心冷氣機購置工程,鹽水區,48,48,建築及設備,民政局,逕洽廠商,三智電器行
102,,南洲里辦公處申請活動中心購置投影機及布幕設備,山上區,46,46,建築及設備,民政局,共同供應契約,震旦行股份有限公司
102,,開南里活動中心內部設備計畫,南區,375.084,350,建築及設備,民政局,公開招標,琠石企業社大源鋁門窗行、安德森企業有限公司、良崧有限公司、映城科技有限公司、一弘傢俱企業有限公司、太平舟國際企業股份有限公司、賀耀飲水設備有限公司、力歐辦公傢俱有限公司、連成晟有限公司
102,,佳里區建南里鄰里溝渠及道路改善工程,佳里區,220,175,建築及設備,民政局,公開招標,崴盛土木包工業
102,,長安里中寮111-7號宅前路面改善工程,後壁區,95,94,建築及設備,民政局,公開招標,日新土木包工業
102,,汴頭里辦公處廣播器工程,白河區,94.29,94,建築及設備,民政局,逕洽廠商,廣誠音響企業社
102,,西港區劉厝里增設防水型增程直射擴音喇叭計畫,西港區,99,97,建築及設備,民政局,逕洽招標,廣興通訊行
102,,社子里南119線旁產業道路排水溝改善工程,官田區,420,420,建築及設備,民政局,公開招標,聯豐土木包工業
102,,崇文崇成里聯合活動中心增設1樓禮堂監視系統計畫,東區,96.6,94,建築及設備,民政局,逕洽廠商,華泰國際有限公司
102,,大道里認養大道新城第五區南面入口二側空地辦理綠美化計畫,北區,98,80,建築及設備,民政局,逕洽廠商,金寶島園藝
102,,淵東里活動中心裝設冷氣、節能扇及吊扇計畫,安南區,98,95,建築及設備,民政局,逕洽廠商,學友企業社
102,,崑山里活動中心4樓會議室設置音響設備計畫,永康區,275.9,95,建築及設備,民政局,逕洽廠商,廣昕科技企業社
102,,大智里活動中心裝設冷氣及吊扇計畫,東區,99.2,97.5,建築及設備,民政局,逕洽廠商,"明瑋營造有限公司 大同電器有限公司"
102,,海南里活動中心購置移動式擴音機設備計畫,安南區,24.5,24.5,建築及設備,民政局,逕洽廠商,學友企業社
102,,菁豐里活動中心電力供應設備工程,後壁區,86.415,78,建築及設備,民政局,逕洽廠商,龍成電氣工程行
102,,六安里佳東路戶外集會廣場二期工程,佳里區,210,200,建築及設備,民政局,公開招標,大承土木包工業
102,,南紙里綠57綠地庭園休閒椅購置,新營區,57.6,57,建築及設備,民政局,逕洽廠商,豐達工程行
102,,新埔里辦公處增設廣播器工程,關廟區,56,56,建築及設備,民政局,逕洽廠商,龍安科技有限公司
102,,仁里里活動中心充實設備計畫,北門區,657.472,620,建築及設備,民政局,逕洽廠商,巧意辦公傢具有限公司、巨將通訊工程行、竣將企業有限公司、尚真事業有限公司、大同綜合訊電股份有限公司、上格裝潢行、邑匠廣告
102,,北灣里活動中心修繕工程計畫,永康區,550,420,建築及設備,民政局,公開招標,凌順營造有限公司
102,,佳里區頂廍里社區聚落排水改善工程,佳里區,308,280,建築及設備,民政局,辦理發包中,
102,,102-平安寺聯外道路照明改善工程,楠西區,35,35,建築及設備,民政局,逕洽廠商,協益水電行
102,,磚井里活動中心內外部整修工程,麻豆區,422.516,300,建築及設備,民政局,逕洽廠商,承裕企業社、建發疊席傢俱公司、五王企業社、捷發土木包工業
102,,崇文崇成里聯合活動中心2樓開放空間購置冷氣計畫,東區,674.68,670,建築及設備,民政局,共同供應契約,東元電機股份有限公司
102,,永隆里活動中心整修及廣播設備改善計畫,北門區,47.47,46,建築及設備,民政局,逕洽廠商,聯合電視音響服務所、佳明水電行
102,,嘉苳里3鄰38號旁道路排水溝改善工程,後壁區,369.7,334,建築及設備,民政局,公開招標,奕昌土木包工業
102,,土庫里復興宮旁增設體健設施工程,新營區,400,400,建築及設備,民政局,公開招標,豐達工程行
102,,大坪里鳥仔竂公墓道路改善工程,龍崎區,550,550,建築及設備,民政局,公開招標,新志發營造有限公司
102,,大農里(義士路一段343巷)庄內排水及路面改善工程計畫,柳營區,660,645,建築及設備,民政局,"公開招標 逕洽廠商",億興土木包工業
102,,新和里「里民廣場改善工程」,新市區,1150.998,850,建築及設備,民政局,公開招標,和晟營造有限公司
102,,進學里辦公處於大南、進學里活動中心購置會議椅及洗手台計畫,中西區,84.6,80,建築及設備,民政局,逕洽廠商,柏登企業有限公司
102,,永就里番子寮活動中心購置55吋液晶電視計畫,新市區,33,33,建築及設備,民政局,逕洽廠商,益揚電器有限公司
102,,安東里「安和路一段478巷2弄路面改善工程」計畫,安南區,700,700,建築及設備,民政局,公開招標,亨勝土木包工業
102,,後宅里7鄰後寮62-1號前道路改善工程,鹽水區,98,98,建築及設備,民政局,逕洽廠商,顏格工程行
102,,南雄路一段422巷36號旁排水溝改善工程,關廟區,320,280,建築及設備,民政局,辦理發包中,
102,,興南里臨時活動中心工程計畫,北區,1370.189,900,建築及設備,民政局,公開招標,美邦營造有限公司
102,,六合里活動中心二樓隔間工程計畫,永康區,1151.703,700,建築及設備,民政局,辦理發包中,
102,,中洲里巷道路面改善工程,學甲區,1288,1000,建築及設備,民政局,公開招標,吉田土木包工業
102,,新北里民生路部分巷道AC路面改善工程,新營區,963.2,945,建築及設備,民政局,公開招標,金定土木包工業
102,,西埔里坪頂擋土牆興建工程,南化區,930,553,建築及設備,民政局,公開招標,明耀土木包工業
102,,三和里巷弄道路改善工程,玉井區,1800,888,建築及設備,民政局,辦理發包中,
102,,土崎里外考潭巷道改善工程,龍崎區,550,400,建築及設備,民政局,辦理發包中,
102,,中山路一段239巷周邊路面改善工程,關廟區,505,240,建築及設備,民政局,辦理發包中,
102,,102-楠西里媽祖公園改善工程,楠西區,2000,750,建築及設備,民政局,辦理發包中,
102,,嘉田嘉民聯合活動中心冷氣設備購置工程,後壁區,840,810,建築及設備,民政局,公開招標,八ㄚ旺實業有限公司
102,,大南里辦公處於大南、進學里活動中心購置音響設施計畫,中西區,39.5,35,建築及設備,民政局,逕洽廠商,尚真事業有限公司
102,,新光里中山堂購置冷氣計畫,關廟區,243.352,120,建築及設備,民政局,共同供應契約,華菱開發股份有限公司
102,,鹽田里增設廣播系統計畫,安南區,97.125,90,建築及設備,民政局,逕洽廠商,華信通訊電子工程行
102,,鹽行里活動中心周邊設置健身設施計畫,永康區,98,98,建築及設備,民政局,逕洽廠商,福田工程行
102,,安南區梅花里活動中心設置投影設備、冷氣及窗簾布幕計畫,安南區,222.522,210,建築及設備,民政局,"共同供應契約 逕洽廠商",富麗電器行、學友企業社、藝城裝潢行
102,,佳里區漳洲里聚落排水改善工程,佳里區,1400,1400,建築及設備,民政局,辦理發包中,
102,,尚頂里中華路912巷等處排水改善工程計畫,永康區,700.7,700,建築及設備,民政局,公開招標,英宏土木包工業
102,,佳里區安西里育善街233巷及忠孝路279巷週邊側溝改善工程,佳里區,650,350,建築及設備,民政局,辦理發包中,
102,,佳里區鎮山里仁愛路老舊巷道改善工程,佳里區,500,300,建築及設備,民政局,辦理發包中,
102,,將軍區下口寮道路側溝改善工程,將軍區,693,300,建築及設備,民政局,辦理發包中,
102,,護鎮里轄內AC路面改善工程,新營區,1000,1000,建築及設備,民政局,辦理發包中,
102,,「崁頭里南101線往竹圍(瓦磘高幹68B1)旁部落道路改善工程」,白河區,147.925,147,建築及設備,民政局,辦理發包中,
102,,上崙里中正路一段766巷25弄道路側溝改善工程,仁德區,850,850,建築及設備,民政局,辦理發包中,
102,,北寮里鄰里道路改善工程,南化區,339.5,309,建築及設備,民政局,辦理發包中,
102,,北勢里仁愛路路面改善工程,關廟區,1450,420,建築及設備,民政局,辦理發包中,
102,,校舍屋瓦、牆面磁磚填縫、地磚及欄杆整修工程,安南區,3170,3170,營建及修建工程計畫,教育局,公開招標,輝丞營造有限公司
102,,和平樓外牆整修工程,東區,2462.948,2460,營建及修建工程計畫,教育局,公開招標,遠鴻土木包工業
102,,校園防汛填土，排水景觀綠美化暨校門重建工程,仁德區,6605,4830,營建及修建工程計畫,教育局,公開招標,華光營造有限公司
102,,校門圍牆及校園前庭地坪整建工程,新市區,5586,5586,營建及修建工程計畫,教育局,公開招標,樺咏土木包工業有限公司
102,,屋頂防水整修工程,仁德區,2988,2988,營建及修建工程計畫,教育局,公開招標,柏億營造股份有限公司
102,,洗手檯整修工程,南區,700,700,營建及修建工程計畫,教育局,公開招標,美邦營造有限公司
102,,籃球隊宿舍整修工程,永康區,4155,4155,營建及修建工程計畫,教育局,公開招標,熊建營造有限公司
102,,活動中心地板整修,鹽水區,600,600,營建及修建工程計畫,教育局,公開招標,聯韋樹脂有限公司
102,,西棟教室及活動中心整建,南區,1205.052,1205.052,營建及修建工程計畫,教育局,公開招標,鴻誌營造有限公司
102,,校舍整建,左鎮區,700,700,營建及修建工程計畫,教育局,公開招標,永成土木包工業
102,,停車場周邊改善,玉井區,2920,2920,營建及修建工程計畫,教育局,公開招標,通友營造股份有限公司
103,陳朝來,十份里金德豐漁產道路改善工程,七股區,2376,560,漁業建設,農業局,公開招標,吉田土木包工業
103,王峻潭,大內區曲溪里玉峯高分1右26右6農路改善工程,大內區,805,805,農業工程及農路改善,農業局,公開招標,永大土木包工業
103,侯澄財,學甲區三慶里新芳部落農路改善工程,學甲區,2000,600,農業工程及農路改善,農業局,公開招標,佳霖土木包工業
103,曾王雅雲,龍船里苦苓湖農路排水改善工程,龍崎區,425.65,426,農業工程及農路改善,農業局,公開招標,聯宏土木包工業
103,王峻潭,103-鹿田鹿陶洋段農路改善工程,楠西區,987,261,農業工程及農路改善,農業局,公開取得,佑吉營造有限公司
103,林慶鎮,新市區潭頂里871-3地號前道路改善工程,新市區,2000,1316,農業工程及農路改善,農業局,公開招標,聯豐土木包工業
103,郭信良,安南區淵東里本原街三段234巷106弄農路改善工程,安南區,191.75,157,農業工程及農路改善,農業局,公開取得,騰泰土木包工業
103,蔡蘇秋金,城內里（水師寮）道路改善工程,七股區,863.6,524,農業工程及農路改善,農業局,公開招標,宏泰吉營造有限公司
103,林全忠,大內區二溪里走馬瀨方向(其瓦高幹102)農路改善工程,大內區,234,234,農業工程及農路改善,農業局,公開招標,永大土木包工業
103,王峻潭,103－龜丹埔頭農路改善工程,楠西區,504.7,170,農業工程及農路改善,農業局,公開取得,佑吉營造有限公司
103,林宜瑾,新化區礁坑里礁坑橋旁野溪排水改善工程,新化區,2012.1,1790,水利工程,水利局,公開招標,凌暘營造有限公司
103,張伯祿,關廟區新光里新埔段422、423地號排水改善工程,關廟區,315,315,水利工程,水利局,公開招標,聯宏土木包工業
103,張伯祿,龍崎區崎頂里龍崎農會旁崩塌地處理延續工程,龍崎區,360,300,水利工程,水利局,公開招標,佳泰土木包工業
103,"林美燕 林燕祝 曾培雅 黃麗招",楠西區103-照興里三塊厝護岸改善工程,楠西區,1500,1050,水利工程,水利局,公開招標,億益營造工程有限公司
103,林慶鎮,大內區環湖里竹圍高分29右1排水改善工程,大內區,3742,1430,水利工程,水利局,辦理發包中,
103,王定宇,左鎮區澄山里南171-1線道路側溝新建工程,左鎮區,460,440,水利工程,水利局,辦理發包中,
103,趙昆原,鹽水區竹埔里6鄰竹子腳106號之3旁排水溝工程,鹽水區,800,800,水利工程,水利局,公開取得,堉憲營造有限公司
103,郭秀珠,官田區埤寮排水改善工程,官田區,2000,2000,水利工程,水利局,公開招標,瓏泰土木包工業
103,賴美惠,後壁區嘉苳里南80線旌忠廟前廣場改善工程,後壁區,552,552,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,郭清華,安南區四草大眾廟申請刨除料,安南區,131,131.25,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,陳怡珍,開南街與南園街114交叉口路面重鋪案,北區,160,160,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,黃郁文,左鎮區澄山里水流東路(山豹段1145、67-4地號)道路改善工程,左鎮區,1950,1950,工程建築及設備,工務局,公開招標,冠得土木包工業
103,郭信良,白河區關嶺里(芋園高分48-1N3764)芋園部落道路及擋土牆、排水溝改善工程(第二期),白河區,780,780,工程建築及設備,工務局,公開取得,強維營造有限公司
103,郭清華,海尾代天宮路燈線路整修,安南區,8,8,工程建築及設備,工務局,開口契約,立業實業社
103,曾王雅雲,仁德里仁德五街及仁中五街路面改善工程,仁德區,1242,1242,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,林志聰,新化區礁坑里茄苳坑172線往公墓及鄰近路面整修工程,新化區,591,591,工程建築及設備,工務局,公開招標,國全營造
103,蔡淑惠,南區中華南路二段400巷道路路面重舖一案,南區,304,304,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,郭秀珠,曾文區42里內道路破損申請美瀝包,曾文區,42,42,工程業務管理,工務局,公開招標,郁豐營造有限公司
103,張世賢,東山區南勢里南勢庄部落(雙溪高幹86右4)道路改善工程,東山區,1900,1900,工程建築及設備,工務局,公開招標,瓏德營造有限公司
103,賴美惠,東山區南勢里(雙溪高幹110)道路排水改善工程,東山區,1900,1900,工程建築及設備,工務局,公開招標,瓏德營造有限公司
103,陳特清,歸仁區南保里保興二街等路面改善工程,歸仁區,647,647,工程建築及設備,工務局,公開取得,弘鋅營造有限公司
103,林美燕,省興南152號前增設路燈,南區,12,11.5,工程建築及設備,工務局,開口契約,立業實業社
103,施重男,永康區中華路121巷21號及勝利街58巷等道路改善工程,永康區,1088,1088,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,莊玉珠,塩埕路291巷31弄增設路燈1盞，既有燈具換新,南區,33,33,工程建築及設備,工務局,開口契約,立業實業社
103,王定宇,仁德區仁義里義林路162巷道路改善工程,仁德區,146,146,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,林燕祝,永康區永康街136巷13弄、永康街186巷路面老舊待修,永康區,170,170,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,王定宇,王定宇議員申請美瀝包200包,仁德區,28,28,工程業務管理,工務局,公開招標,郁豐營造有限公司
103,林炳利,安南區安昌街174巷61弄巷道路面改善,安南區,130,130,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,林志聰,新化區知義里新和庄道路側溝改善工程,新化區,700,700,工程建築及設備,工務局,公開招標,弘岱營造股份有限公司
103,郭清華,青砂街一段695巷140號對面增設路燈,安南區,18,18,工程建築及設備,工務局,開口契約,立業實業社
103,杜素吟,上崙里德崙路291巷側溝改善工程,仁德區,1200,1200,建築及設備,民政局,公開招標,鴻金營造工程有限公司
103,蔡蘇秋金,七股區看坪活動中心增設音響設備,七股區,90,90,建築及設備,民政局,逕洽廠商,儷昌電器器材行
103,謝龍介,北區力行里力行街溝蓋整修工程,北區,96,96,建築及設備,民政局,逕洽廠商,元揚土木包工業
103,蔡蘇秋金,佳里區安西里老舊巷道改善工程,佳里區,195,195,建築及設備,民政局,公開招標,翔安土木包工業
103,賴美惠,白河區崎內里1鄰往25公墓道路改善工程,白河區,1120,1120,建築及設備,民政局,公開取得,峻邦營造股份有限公司
103,李坤煌,永康區神洲里忠孝路76巷內小公園涼亭增設殘障坡道,永康區,98,98,建築及設備,民政局,辦理發包中,
103,謝龍介,七股區南31-1線溪南里溪南春旁過路箱涵改善工程,七股區,377,377,漁業建設,農業局,公開招標,佳霖土木包工業
103,王峻潭,玉井區層林里芋匏農路（芋匏高分51電桿旁）改善工程,玉井區,900,735,農業工程及農路改善,農業局,公開招標,銀泰土木包工業
103,張世賢,"東山區南勢里岩坑(2) 農路改善工程",東山區,420,420,農業工程及農路改善,農業局,公開取得,益成土木包工業
103,黃麗招,103-照興里興南王萊宅農路改善工程,楠西區,360,432,農業工程及農路改善,農業局,公開招標,長青土木包工業
103,王峻潭,103－東勢埔龍農路改善工程,楠西區,308.8,134,農業工程及農路改善,農業局,公開取得,振忠土木包工業
103,林慶鎮,新市區潭頂段750-5等地號柏油工程,新市區,428.4,428,農業工程及農路改善,農業局,公開取得,弘鋅營造有限公司
103,郭信良,豐里里排仔（玉馬高幹53）農路改善工程,玉井區,500,240,農業工程及農路改善,農業局,公開招標,冠德土木包工業
103,盧崑福,大內區環湖里崩坪腳農路改善工程,大內區,506.25,285,農業工程及農路改善,農業局,公開招標,奕晨土木包工業
103,林全忠,大內區二溪里往劉陳地區(其瓦高幹90左7)農路改善工程,大內區,672,336,農業工程及農路改善,農業局,公開招標,永大土木包工業
103,郭信良,103－灣丘新寮草山支線農路改善工程,楠西區,304.2,150,農業工程及農路改善,農業局,公開取得,佑吉營造有限公司
103,林美燕,關廟區北花里新埔段137-6地號崩塌地改善工程,關廟區,950,950,水利工程,水利局,公開招標,聯宏土木包工業
103,張伯祿,關廟區北勢里湖裡崩塌地排水改善工程,關廟區,900,700,水利工程,水利局,公開招標,承立營造有限公司
103,張伯祿,龍崎區楠坑里向南厝排水溝改善工程,龍崎區,250,200,水利工程,水利局,公開招標,佳泰土木包工業
103,陳特清,龍崎區楠坑里樹子林九崁溪攔沙壩改善工程,龍崎區,3270,1280,水利工程,水利局,公開招標,昱發土木包工業
103,林慶鎮,左鎮區澄山里南171-1線道路側溝改善工程,左鎮區,414,500,水利工程,水利局,辦理發包中,
103,王定宇,南化區南化里南化段495地號旁板橋基礎掏空排水改善工程,南化區,233,190,水利工程,水利局,辦理發包中,
103,蔡育輝,柳營區北果毅後中排一排水改善工程,柳營區,1000,1000,水利工程,水利局,公開取得,巨曜營造有限公司
103,陳文賢,官田區渡頭里三塊厝日新營區前路邊排水溝工程,官田區,900,900,水利工程,水利局,公開招標,新志發營造有限公司
103,郭清華,安寧街西側路溝改善工程側繪作業,安南區,57,57.43,工程建築及設備,工務局,逕洽廠商,權威測量有限公司
103,曾培雅,東區裕農路668巷、中華東路三段399巷16弄、399巷24弄38號至88號區間路面翻修,東區,804,804,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,黃郁文,大豐公園增設錏管支架等工程,北區,93,92.891,工程建築及設備,工務局,逕洽廠商,竹茂土木包工業
103,李文俊,善化區文正里進學路善化國小側排水溝改善工程,善化區,1950,1950,工程建築及設備,工務局,公開招標,力品營造有限公司
103,林全忠,新化區大坑里往啤仔內道路改善工程,新化區,240,240,工程建築及設備,工務局,公開招標,凌暘營造有限公司
103,曾順良,東區南聖里內裕義路路面重新翻修,東區,1760,1760,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,曾王雅雲,龍崎區石石曹里164-1線(含支線)AC路面改善工程,龍崎區,393,393,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,林志聰,新化區崙頂社區至高鐵橋下旁路面改善工程及新化區順天宮旁路面改善工程,新化區,303,303,工程建築及設備,工務局,公開招標,國全營造
103,林美燕,南區興南街252巷(南山段980)內道路多處凹凸不平,南區,58,58,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,莊玉珠,南區松安里灣裡路282巷36弄道路路面改善,南區,82,82,工程建築及設備,工務局,公開招標,"皇瑄股份有限公司 雲嘉南實業有限公司"
103,張世賢,東山區南勢里南勢庄部落(雙溪高幹86右3)道路改善工程,東山區,1000,1000,工程建築及設備,工務局,公開招標,瓏德營造有限公司
103,張世賢,東山區嶺南里南99線大石公橋樑引道工程,東山區,1100,1100,工程建築及設備,工務局,公開取得,宏益土木包工業
103,陳特清,歸仁區歸仁里部分路面改善工程,歸仁區,303,303,工程建築及設備,工務局,公開取得,弘鋅營造有限公司
103,王錦德,長和路二段12巷廢除舊有側溝作為路面使用案,安南區,787,786.864,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,陳秋萍,永康區成功路172巷等道路改善工程,永康區,846,846,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,王錦德,七股區十份里黑琵保護中心前產業道路改善工程,七股區,520,520,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,"蔡淑惠 林美燕",萬年公園設置體健設施,南區,99,98.998,工程建築及設備,工務局,逕洽廠商,宏築興業有限公司
103,郭秀珠,麻豆區小埤里普庵寺旁部落聯外道路改善工程,麻豆區,520,520,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,郭清華,郭清華議員申請20包美瀝包,安南區,3,2.8,工程業務管理,工務局,公開招標,郁豐營造有限公司
103,杜素吟,「龍崎區牛埔里瓊仔道路、龍船里4鄰道路、崎頂里市場周邊及162市道等路面改善」及「歸仁區大廟里大廟五街27巷及33巷等路面改善」,龍崎區,868,868,工程建築及設備,工務局,公開招標,"雲嘉南實業有限公司 皇瑄股份有限公司 永豐砂石行 浩光企業社"
103,賴惠員,新營區延平里側溝排水墨端改善工程,新營區,1950,1950,工程建築及設備,工務局,辦理發包中,
103,郭清華,海環街437巷260號附掛路燈,安南區,18,18,工程建築及設備,工務局,開口契約,立業實業社
103,李文俊,楠西里中興路74巷.中正路96巷及博愛路51巷道路暨排水改善工程,楠西區,581,570,建築及設備,民政局,公開取得,建欣土木包工業
103,謝財旺,北門區鯤江里道路改善工程,北門區,600,96,建築及設備,民政局,逕洽廠商,世全土木包工業
103,邱莉莉,西賢里活動中心購置點歌機組(宥健),中西區,97.9,70,建築及設備,民政局,逕洽廠商,國展音響有限公司
103,侯澄財,將軍區將貴里社區道路改善工程,將軍區,470,470,建築及設備,民政局,公開取得,強維營造有限公司
103,賴美惠,白河區河東里鄰里公園花架工程,白河區,357,357,建築及設備,民政局,公開取得,和晟營造有限公司
103,李坤煌,永康區忠孝路76巷社區大樓後方排水工程,永康區,99,99,建築及設備,民政局,逕洽廠商,英宏土木包工業
103,侯澄財,北門區保吉、麗湖及舊埕地區漁塭路面改善工程,北門區,600,252,漁業建設,農業局,公開招標,吉田土木包工業
103,王峻潭,左鎮區海土坪部落道路邊坡擋土牆及護欄新建工程,左鎮區,540,280,農業工程及農路改善,農業局,公開招標,元第土木包工業
103,張世賢,白河區虎山里1鄰1-11號旁農路改善工程,白河區,98,98,農業工程及農路改善,農業局,公開招標,承瑋營造有限公司
103,黃麗招,103-照興里頂湖農路改善工程,楠西區,826.5,819,農業工程及農路改善,農業局,公開招標,長青土木包工業
103,王峻潭,玉井區豐里里豐里-斗六農路(內豐高分70左4右7電桿旁)修繕工程,玉井區,270,213,農業工程及農路改善,農業局,公開招標,鎮隆土木包工業
103,林慶鎮,新市區縱貫鐵路西側農路級配工程(大營段624-4等地號),新市區,530.1,530,農業工程及農路改善,農業局,公開取得,群謚營造有限公司
103,郭信良,豐里里口宵里頭前農路（口豐高分9電桿旁二處）改善工程,玉井區,930,380,農業工程及農路改善,農業局,公開招標,冠德土木包工業
103,賴美惠,東山區東原里大公坑(3)農路改善工程,東山區,950.3,915,農業工程及農路改善,農業局,公開取得,億興土木包工業
103,林全忠,大內區環湖里下崁出水農路護坡工程等2處,大內區,412,408,農業工程及農路改善,農業局,公開招標,銀泰土木包工業
